pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	group_pk	mean	auc_end	kel	se	individual_pk	value	sd	cv	median	max	min
1023	389	serum	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	insulin	concentration	pmol/l	/media/data/Degn2004_Fig2.png	283.0	[40.61, 40.69, 37.66, 35.65, 273.83, 325.92, 348.91, 375.02, 438.55, 422.05, 441.91, 440.99, 405.77, 369.5, 343.63, 349.99, 335.56, 336.71, 355.55, 302.65, 307.97, 314.32, 67.04, 34.94, 28.83, 26.86, 31.14, 31.26]	101831.225	0.013332392813588478	[8.32, 8.32, 5.21, 6.23, 24.95, 24.94, 14.55, 23.91, 17.66, 23.91, 32.23, 24.95, 22.87, 17.68, 13.52, 16.65, 10.4, 16.64, 29.1, 14.55, 7.27, 14.58, 5.21, 5.2, 6.24, 6.23, 2.07, 5.2]							
1023	390	serum	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	insulin	concentration	pmol/l	/media/data/Degn2004_Fig2.png	283.0	[40.61, 40.69, 37.66, 35.65, 273.83, 325.92, 348.91, 375.02, 438.55, 422.05, 441.91, 440.99, 405.77, 369.5, 343.63, 349.99, 335.56, 336.71, 355.55, 302.65, 307.97, 314.32, 67.04, 34.94, 28.83, 26.86, 31.14, 31.26]	101831.225	0.013332392813588478	[8.32, 8.32, 5.21, 6.23, 24.95, 24.94, 14.55, 23.91, 17.66, 23.91, 32.23, 24.95, 22.87, 17.68, 13.52, 16.65, 10.4, 16.64, 29.1, 14.55, 7.27, 14.58, 5.21, 5.2, 6.24, 6.23, 2.07, 5.2]							
1024	389	serum	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	c-peptide	concentration	pmol/l	/media/data/Degn2004_Fig2.png	283.0	[527.15, 527.29, 516.63, 514.06, 508.85, 460.42, 414.66, 406.8, 396.17, 390.99, 385.77, 380.58, 329.43, 280.99, 254.16, 235.46, 222.17, 189.91, 168.51, 152.51, 133.78, 123.2, 120.69, 120.89, 150.84, 164.58, 199.91, 240.65]	114174.625	0.0038739370684848567	[18.89, 40.53, 24.31, 21.62, 35.14, 35.14, 43.22, 48.66, 45.95, 48.67, 45.95, 54.04, 48.64, 48.66, 43.24, 37.82, 48.64, 40.51, 37.84, 37.85, 29.73, 27.02, 29.71, 24.32, 27.02, 24.32, 29.72, 21.6]							
1025	389	serum	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	c-peptide	concentration	pmol/l	/media/data/Degn2004_Fig2.png	283.0	[505.52, 524.6, 505.81, 505.94, 560.22, 603.65, 647.12, 752.73, 847.52, 1004.49, 1061.44, 1183.29, 894.3, 680.99, 543.38, 443.56, 365.39, 287.23, 241.49, 206.56, 182.45, 166.44, 163.94, 180.38, 199.48, 221.31, 270.18, 294.71]	196979.37499999994	0.005365429192397833	[24.32, 37.82, 29.73, 35.12, 75.67, 78.4, 67.54, 75.66, 86.5, 110.83, 99.99, 110.79, 67.59, 48.67, 54.05, 40.56, 32.43, 32.42, 21.64, 27.01, 27.03, 29.71, 18.93, 27.04, 32.45, 43.26, 45.95, 48.63]							
1025	390	serum	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	c-peptide	concentration	pmol/l	/media/data/Degn2004_Fig2.png	283.0	[505.52, 524.6, 505.81, 505.94, 560.22, 603.65, 647.12, 752.73, 847.52, 1004.49, 1061.44, 1183.29, 894.3, 680.99, 543.38, 443.56, 365.39, 287.23, 241.49, 206.56, 182.45, 166.44, 163.94, 180.38, 199.48, 221.31, 270.18, 294.71]	196979.37499999994	0.005365429192397833	[24.32, 37.82, 29.73, 35.12, 75.67, 78.4, 67.54, 75.66, 86.5, 110.83, 99.99, 110.79, 67.59, 48.67, 54.05, 40.56, 32.43, 32.42, 21.64, 27.01, 27.03, 29.71, 18.93, 27.04, 32.45, 43.26, 45.95, 48.63]							
1117	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucose	concentration	mmol/l	/media/data/Israelian2006_Fig1.png	302.0	[5.45, 5.42, 3.97, 3.23, 3.17, 3.22]	603.75	0.004221544728667953	[0.11, 0.09, 0.19, 0.13, 0.12, 0.18]							
1117	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucose	concentration	mmol/l	/media/data/Israelian2006_Fig1.png	302.0	[5.45, 5.42, 3.97, 3.23, 3.17, 3.22]	603.75	0.004221544728667953	[0.11, 0.09, 0.19, 0.13, 0.12, 0.18]							
1118	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucose	concentration	mmol/l	/media/data/Israelian2006_Fig1.png	301.0	[5.35, 5.38, 4.01, 3.32, 3.23, 3.13]	605.4000000000001	0.002569191186643599	[0.16, 0.2, 0.16, 0.14, 0.11, 0.17]							
1118	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucose	concentration	mmol/l	/media/data/Israelian2006_Fig1.png	301.0	[5.35, 5.38, 4.01, 3.32, 3.23, 3.13]	605.4000000000001	0.002569191186643599	[0.16, 0.2, 0.16, 0.14, 0.11, 0.17]							
1119	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	insulin	concentration	pmol/l	/media/data/Israelian2006_Fig1.png	302.0	[66.59, 66.94, 568.41, 570.46, 555.46, 560.91]	62250.600000000006	-0.00032546218529902287	[22.16, 18.74, 66.47, 56.25, 64.77, 63.07]							
1119	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	insulin	concentration	pmol/l	/media/data/Israelian2006_Fig1.png	302.0	[66.59, 66.94, 568.41, 570.46, 555.46, 560.91]	62250.600000000006	-0.00032546218529902287	[22.16, 18.74, 66.47, 56.25, 64.77, 63.07]							
1120	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	insulin	concentration	pmol/l	/media/data/Israelian2006_Fig1.png	301.0	[136.48, 147.05, 534.32, 543.18, 582.73, 542.17]	64398.149999999994		[23.86, 35.8, 66.48, 83.52, 98.86, 92.04]							
1120	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	insulin	concentration	pmol/l	/media/data/Israelian2006_Fig1.png	301.0	[136.48, 147.05, 534.32, 543.18, 582.73, 542.17]	64398.149999999994		[23.86, 35.8, 66.48, 83.52, 98.86, 92.04]							
1026	389	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	insulin	rate_secretion	pmol/min	/media/data/Degn2004_Fig2.png	283.0	[143.01, 142.1, 137.45, 135.61, 130.04, 110.45, 92.72, 96.5, 98.4, 101.24, 101.28, 94.77, 73.31, 52.79, 49.09, 51.93, 47.29, 37.98, 32.41, 30.58, 27.8, 27.84, 30.68, 37.26, 50.38, 56.96, 73.82, 87.87]	28447.499999999996	0.0033497520127543233	[10.28, 11.22, 7.48, 9.34, 6.55, 13.08, 12.15, 15.89, 14.02, 15.89, 14.95, 15.89, 13.08, 10.28, 6.54, 6.54, 8.41, 7.48, 6.54, 7.48, 6.54, 7.48, 6.54, 10.28, 8.41, 7.48, 9.35, 12.15]							
1027	389	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	insulin	rate_secretion	pmol/min	/media/data/Degn2004_Fig2.png	283.0	[152.36, 157.99, 144.0, 144.02, 172.09, 187.08, 206.75, 250.7, 289.06, 336.76, 347.08, 349.91, 190.14, 92.04, 59.37, 44.45, 37.95, 25.83, 26.8, 27.77, 27.81, 31.58, 38.16, 51.28, 64.4, 76.59, 95.31, 100.96]	51772.8	-0.00016164478324500584	[10.27, 10.28, 9.35, 15.89, 30.84, 27.1, 20.56, 27.1, 33.64, 40.18, 36.45, 30.84, 18.69, 17.75, 14.02, 13.08, 6.54, 7.48, 4.67, 7.48, 9.34, 7.47, 7.48, 12.15, 11.22, 18.69, 19.62, 16.83]							
1027	390	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	insulin	rate_secretion	pmol/min	/media/data/Degn2004_Fig2.png	283.0	[152.36, 157.99, 144.0, 144.02, 172.09, 187.08, 206.75, 250.7, 289.06, 336.76, 347.08, 349.91, 190.14, 92.04, 59.37, 44.45, 37.95, 25.83, 26.8, 27.77, 27.81, 31.58, 38.16, 51.28, 64.4, 76.59, 95.31, 100.96]	51772.8	-0.00016164478324500584	[10.27, 10.28, 9.35, 15.89, 30.84, 27.1, 20.56, 27.1, 33.64, 40.18, 36.45, 30.84, 18.69, 17.75, 14.02, 13.08, 6.54, 7.48, 4.67, 7.48, 9.34, 7.47, 7.48, 12.15, 11.22, 18.69, 19.62, 16.83]							
1028	389	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	glucagon	concentration	ng/l	/media/data/Degn2004_Fig3.png	283.0	[59.52, 63.25, 54.59, 49.03, 52.15, 41.64, 42.9, 34.87, 31.17, 28.1, 29.98, 28.77, 28.79, 39.97, 46.19, 46.22, 60.5, 80.35, 92.15, 111.39, 138.07, 178.38, 136.26, 79.26, 57.59, 57.61, 54.54, 44.02]	24871.775	0.012896484104847353	[1.86, 4.96, 3.1, 6.82, 3.72, 3.1, 3.1, 3.72, 3.72, 4.34, 3.72, 3.72, 5.58, 4.96, 6.82, 3.72, 8.06, 5.58, 11.77, 13.64, 16.74, 24.8, 17.36, 10.54, 4.96, 6.2, 6.2, 4.34]							
1029	389	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	glucagon	concentration	ng/l	/media/data/Degn2004_Fig3.png	283.0	[50.22, 53.34, 49.01, 51.51, 46.57, 32.96, 26.79, 22.47, 16.3, 15.7, 17.58, 13.27, 18.87, 26.95, 33.18, 33.82, 45.0, 71.06, 114.47, 135.57, 179.6, 236.03, 161.67, 79.26, 51.39, 48.93, 42.14, 36.58]	24236.525	0.017856265375458705	[3.1, 4.96, 4.34, 8.68, 4.95, 6.2, 3.1, 4.34, 4.96, 3.72, 4.34, 4.96, 4.34, 3.72, 4.34, 3.72, 4.96, 6.19, 19.83, 22.93, 29.75, 30.99, 19.22, 11.78, 3.72, 4.96, 5.58, 3.72]							
1029	390	plasma	min	[-30.0, -20.0, -10.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0, 135.0, 150.0, 165.0, 180.0, 195.0, 210.0, 225.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 345.0, 360.0]	glucagon	concentration	ng/l	/media/data/Degn2004_Fig3.png	283.0	[50.22, 53.34, 49.01, 51.51, 46.57, 32.96, 26.79, 22.47, 16.3, 15.7, 17.58, 13.27, 18.87, 26.95, 33.18, 33.82, 45.0, 71.06, 114.47, 135.57, 179.6, 236.03, 161.67, 79.26, 51.39, 48.93, 42.14, 36.58]	24236.525	0.017856265375458705	[3.1, 4.96, 4.34, 8.68, 4.95, 6.2, 3.1, 4.34, 4.96, 3.72, 4.34, 4.96, 4.34, 3.72, 4.34, 3.72, 4.96, 6.19, 19.83, 22.93, 29.75, 30.99, 19.22, 11.78, 3.72, 4.96, 5.58, 3.72]							
1030	389	serum	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	cortisol	concentration	nmol/l	/media/data/Degn2004_Fig4.png	283.0	[412.15, 371.27, 329.13, 236.54, 211.17, 215.29, 221.9, 262.12, 334.7, 378.45, 459.57, 500.82, 471.14, 404.12, 360.74, 322.55]	119374.04999999999	0.006127126999968581	[26.12, 22.41, 26.14, 24.87, 24.88, 19.92, 21.18, 31.14, 32.36, 28.62, 27.38, 28.6, 36.09, 26.13, 33.59, 33.6]							
1031	389	serum	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	cortisol	concentration	nmol/l	/media/data/Degn2004_Fig4.png	283.0	[399.69, 345.13, 326.64, 244.01, 268.43, 288.73, 285.37, 298.22, 398.19, 428.25, 462.06, 531.94, 503.51, 440.23, 400.59, 332.49]	131762.925	0.006782267510303241	[19.92, 12.46, 26.14, 17.43, 29.86, 22.36, 18.7, 18.68, 22.42, 26.13, 26.09, 13.68, 18.66, 18.68, 17.43, 12.46]							
1031	390	serum	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	cortisol	concentration	nmol/l	/media/data/Degn2004_Fig4.png	283.0	[399.69, 345.13, 326.64, 244.01, 268.43, 288.73, 285.37, 298.22, 398.19, 428.25, 462.06, 531.94, 503.51, 440.23, 400.59, 332.49]	131762.925	0.006782267510303241	[19.92, 12.46, 26.14, 17.43, 29.86, 22.36, 18.7, 18.68, 22.42, 26.13, 26.09, 13.68, 18.66, 18.68, 17.43, 12.46]							
1032	389	plasma	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	norepinephrine	concentration	nmol/l	/media/data/Degn2004_Fig4.png	283.0	[1.87, 1.93, 1.91, 1.95, 1.9, 2.08, 1.87, 2.67, 2.37, 2.5, 2.73, 2.43, 2.33, 2.3, 2.03, 1.94]	828.1500000000001	0.003211844832441162	[0.18, 0.11, 0.04, 0.13, 0.19, 0.26, 0.19, 0.14, 0.22, 0.22, 0.43, 0.25, 0.13, 0.12, 0.11, 0.16]							
1033	389	plasma	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	norepinephrine	concentration	nmol/l	/media/data/Degn2004_Fig4.png	283.0	[2.78, 1.83, 1.73, 2.05, 2.13, 2.17, 2.35, 2.52, 2.49, 3.5, 2.98, 2.48, 2.27, 2.9, 2.76, 2.52]	911.1000000000001	0.0005219203779691425	[0.8, 0.09, 0.07, 0.22, 0.23, 0.22, 0.21, 0.22, 0.2, 0.63, 0.15, 0.16, 0.2, 0.36, 0.48, 0.41]							
1033	390	plasma	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	norepinephrine	concentration	nmol/l	/media/data/Degn2004_Fig4.png	283.0	[2.78, 1.83, 1.73, 2.05, 2.13, 2.17, 2.35, 2.52, 2.49, 3.5, 2.98, 2.48, 2.27, 2.9, 2.76, 2.52]	911.1000000000001	0.0005219203779691425	[0.8, 0.09, 0.07, 0.22, 0.23, 0.22, 0.21, 0.22, 0.2, 0.63, 0.15, 0.16, 0.2, 0.36, 0.48, 0.41]							
1034	389	plasma	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	epinephrine	concentration	pmol/l	/media/data/Degn2004_Fig4.png	283.0	[1130.08, 883.19, 766.66, 547.09, 602.76, 630.64, 760.02, 2193.66, 2815.71, 4583.24, 4959.49, 2886.53, 1668.56, 1262.21, 1029.76, 1159.05]	552261.675	0.011514885661102947	[173.93, 188.36, 217.41, 130.48, 144.86, 101.38, 159.51, 246.44, 521.73, 565.19, 695.67, 637.72, 144.95, 130.41, 115.99, 159.44]							
1035	389	plasma	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	epinephrine	concentration	pmol/l	/media/data/Degn2004_Fig4.png	283.0	[985.16, 883.15, 1071.01, 706.49, 921.64, 920.52, 1064.32, 1874.8, 3322.95, 3974.58, 5959.47, 2973.44, 1523.64, 1378.15, 1493.53, 956.17]	620303.775	0.012483940671046932	[173.89, 231.95, 260.93, 130.41, 333.37, 231.88, 159.42, 173.93, 681.08, 420.33, 681.17, 507.26, 115.9, 231.86, 289.85, 86.93]							
1035	390	plasma	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	epinephrine	concentration	pmol/l	/media/data/Degn2004_Fig4.png	283.0	[985.16, 883.15, 1071.01, 706.49, 921.64, 920.52, 1064.32, 1874.8, 3322.95, 3974.58, 5959.47, 2973.44, 1523.64, 1378.15, 1493.53, 956.17]	620303.775	0.012483940671046932	[173.89, 231.95, 260.93, 130.41, 333.37, 231.88, 159.42, 173.93, 681.08, 420.33, 681.17, 507.26, 115.9, 231.86, 289.85, 86.93]							
1036	389	serum	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	growth hormone	concentration	µg/l	/media/data/Degn2004_Fig4.png	283.0	[0.56, 0.39, 0.28, 0.21, 0.26, 0.25, 1.38, 4.69, 10.04, 13.41, 17.8, 19.72, 19.6, 13.86, 8.96, 3.83]	1985.2500000000005	0.02749937997946808	[0.39, 0.39, 0.34, 0.39, 0.51, 0.39, 0.51, 1.3, 1.69, 2.14, 2.76, 3.55, 2.93, 2.37, 1.63, 0.73]							
1121	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	c-peptide	concentration	pmol/l	/media/data/Israelian2006_Fig2.png	302.0	[617.65, 610.29, 360.29, 236.76, 160.29, 94.12]	51705.450000000004	0.015162173228092681	[38.24, 35.29, 29.41, 20.59, 35.29, 25.0]							
1121	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	c-peptide	concentration	pmol/l	/media/data/Israelian2006_Fig2.png	302.0	[617.65, 610.29, 360.29, 236.76, 160.29, 94.12]	51705.450000000004	0.015162173228092681	[38.24, 35.29, 29.41, 20.59, 35.29, 25.0]							
1037	389	serum	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	growth hormone	concentration	µg/l	/media/data/Degn2004_Fig4.png	283.0	[0.22, 0.11, 0.28, 0.21, 0.15, 0.2, 0.87, 2.61, 11.22, 14.77, 17.64, 21.29, 19.26, 14.87, 10.31, 4.56]	2013.8249999999996	0.02440996612617243	[0.45, 0.39, 0.56, 0.51, 0.34, 0.23, 0.45, 0.56, 2.14, 2.42, 2.7, 3.6, 2.59, 2.76, 2.37, 1.13]							
1037	390	serum	min	[-30.0, -15.0, 0.0, 60.0, 120.0, 150.0, 180.0, 210.0, 240.0, 255.0, 270.0, 285.0, 300.0, 315.0, 330.0, 360.0]	growth hormone	concentration	µg/l	/media/data/Degn2004_Fig4.png	283.0	[0.22, 0.11, 0.28, 0.21, 0.15, 0.2, 0.87, 2.61, 11.22, 14.77, 17.64, 21.29, 19.26, 14.87, 10.31, 4.56]	2013.8249999999996	0.02440996612617243	[0.45, 0.39, 0.56, 0.51, 0.34, 0.23, 0.45, 0.56, 2.14, 2.42, 2.7, 3.6, 2.59, 2.76, 2.37, 1.13]							
1122	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	c-peptide	concentration	pmol/l	/media/data/Israelian2006_Fig2.png	301.0	[410.29, 379.41, 267.65, 216.18, 161.76, 110.29]	38558.700000000004	0.009915249033503694	[86.76, 80.88, 60.29, 48.53, 38.24, 22.06]							
1122	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	c-peptide	concentration	pmol/l	/media/data/Israelian2006_Fig2.png	301.0	[410.29, 379.41, 267.65, 216.18, 161.76, 110.29]	38558.700000000004	0.009915249033503694	[86.76, 80.88, 60.29, 48.53, 38.24, 22.06]							
1123	396	plasma	min	[-30.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0]	insulin	rate_secretion	pmol/kg/min	/media/data/Israelian2006_Fig2.png	302.0	[1.66, 1.6, 0.96, 0.58, 0.29, 0.19, 0.13, 0.14, 0.13, 0.14]	98.25	0.021541978087644922	[0.1, 0.08, 0.1, 0.14, 0.08, 0.05, 0.05, 0.04, 0.05, 0.04]							
1123	397	plasma	min	[-30.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0]	insulin	rate_secretion	pmol/kg/min	/media/data/Israelian2006_Fig2.png	302.0	[1.66, 1.6, 0.96, 0.58, 0.29, 0.19, 0.13, 0.14, 0.13, 0.14]	98.25	0.021541978087644922	[0.1, 0.08, 0.1, 0.14, 0.08, 0.05, 0.05, 0.04, 0.05, 0.04]							
1124	396	plasma	min	[-30.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0]	insulin	rate_secretion	pmol/kg/min	/media/data/Israelian2006_Fig2.png	301.0	[0.96, 0.92, 0.71, 0.58, 0.37, 0.29, 0.23, 0.19, 0.15, 0.18]	74.24999999999999	0.015441097848782058	[0.18, 0.17, 0.15, 0.13, 0.11, 0.07, 0.07, 0.06, 0.05, 0.06]							
1124	397	plasma	min	[-30.0, 0.0, 15.0, 30.0, 45.0, 60.0, 75.0, 90.0, 105.0, 120.0]	insulin	rate_secretion	pmol/kg/min	/media/data/Israelian2006_Fig2.png	301.0	[0.96, 0.92, 0.71, 0.58, 0.37, 0.29, 0.23, 0.19, 0.15, 0.18]	74.24999999999999	0.015441097848782058	[0.18, 0.17, 0.15, 0.13, 0.11, 0.07, 0.07, 0.06, 0.05, 0.06]							
1125	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucagon	concentration	pg/ml	/media/data/Israelian2006_Fig3.png	302.0	[81.55, 78.57, 82.31, 109.52, 126.22, 139.98]	15221.55		[3.28, 3.77, 3.61, 7.06, 8.04, 8.86]							
1125	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucagon	concentration	pg/ml	/media/data/Israelian2006_Fig3.png	302.0	[81.55, 78.57, 82.31, 109.52, 126.22, 139.98]	15221.55		[3.28, 3.77, 3.61, 7.06, 8.04, 8.86]							
1126	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucagon	concentration	pg/ml	/media/data/Israelian2006_Fig3.png	301.0	[84.67, 86.44, 80.67, 97.87, 112.93, 115.03]	14332.800000000001		[4.92, 4.6, 5.58, 7.39, 10.67, 10.83]							
1126	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	glucagon	concentration	pg/ml	/media/data/Israelian2006_Fig3.png	301.0	[84.67, 86.44, 80.67, 97.87, 112.93, 115.03]	14332.800000000001		[4.92, 4.6, 5.58, 7.39, 10.67, 10.83]							
1127	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	growth hormone	concentration	µg/l	/media/data/Israelian2006_Fig3.png	302.0	[1.02, 1.02, 1.68, 3.49, 7.47, 7.28]	534.3		[0.12, 0.16, 0.51, 0.85, 1.16, 1.0]							
1127	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	growth hormone	concentration	µg/l	/media/data/Israelian2006_Fig3.png	302.0	[1.02, 1.02, 1.68, 3.49, 7.47, 7.28]	534.3		[0.12, 0.16, 0.51, 0.85, 1.16, 1.0]							
1128	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	growth hormone	concentration	µg/l	/media/data/Israelian2006_Fig3.png	301.0	[1.57, 1.88, 2.0, 3.55, 4.65, 4.27]	450.0		[0.22, 0.33, 0.35, 0.41, 1.2, 0.67]							
1128	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	growth hormone	concentration	µg/l	/media/data/Israelian2006_Fig3.png	301.0	[1.57, 1.88, 2.0, 3.55, 4.65, 4.27]	450.0		[0.22, 0.33, 0.35, 0.41, 1.2, 0.67]							
1129	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	epinephrine	concentration	fmol/l	/media/data/Israelian2006_Fig3.png	302.0	[0.12, 0.1, 0.21, 1.13, 1.41, 1.66]	112.2		[0.06, 0.05, 0.05, 0.29, 0.28, 0.29]							
1129	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	epinephrine	concentration	fmol/l	/media/data/Israelian2006_Fig3.png	302.0	[0.12, 0.1, 0.21, 1.13, 1.41, 1.66]	112.2		[0.06, 0.05, 0.05, 0.29, 0.28, 0.29]							
1130	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	epinephrine	concentration	fmol/l	/media/data/Israelian2006_Fig3.png	301.0	[0.21, 0.21, 0.43, 0.9, 1.62, 1.8]	124.95		[0.06, 0.07, 0.18, 0.19, 0.29, 0.29]							
1130	397	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	epinephrine	concentration	fmol/l	/media/data/Israelian2006_Fig3.png	301.0	[0.21, 0.21, 0.43, 0.9, 1.62, 1.8]	124.95		[0.06, 0.07, 0.18, 0.19, 0.29, 0.29]							
1131	396	plasma	min	[-30.0, 0.0, 30.0, 60.0, 90.0, 120.0]	cortisol	concentration	nmol/l	/media/data/Israelian2006_Fig3.png	302.0	[256.95, 228.78, 215.36, 334.56, 494.72, 571.35]	50627.1		[26.2, 24.56, 19.65, 34.39, 45.85, 52.4]							
